CourseId,CourseTitle,DurationInSeconds,ReleaseDate,Description,AssessmentStatus,IsCourseRetired
cisco-ccna-security-firewalls-vpn,Cisco CCNA Security: Firewalls and VPNs,11624,2012-11-20,"Part 3 of 3 in the Cisco CCNA Security (640-554) series will teach you how to identify, lockdown, and secure vulnerabilities in a small to medium enterprise branch network. This course will also help you to enhance your skills in developing security infrastructure, recognizing threats, and mitigating security threats. This course is ideal for network administrators or aspiring network administrators who wish to build a stronger foundation of advanced security concepts.",None,no
cisco-ccna-security-intro,Cisco CCNA Security: Introduction to Network Security,7324,2012-11-20,"Part 1 of 3 in the Cisco CCNA Security (640-554) series will teach you how to identify, lockdown, and secure vulnerabilities in a small to medium enterprise branch network. This course will also help you to enhance your skills in developing security infrastructure, recognizing threats, and mitigating security threats. This course is ideal for network administrators or aspiring network administrators who wish to build a stronger foundation of advanced security concepts.",None,no
cisco-ccna-wireless-design-troubleshooting,Cisco CCNA Wireless: Design and Troubleshooting,18091,2012-11-20,"Part 3 of 3 in the Cisco CCNA Wireless (640-722 IUWNE) series is intended for anyone who wants to build upon their CCNA certification (or equivalent knowledge). In this course, you will learn how to set up, configure, maintain and troubleshoot a Cisco Wireless Network.",None,no
cisco-ccna-wireless-lan,Cisco CCNA Wireless: Wireless LAN Fundamentals,12040,2012-11-20,"Part 1 of 3 in the Cisco CCNA Wireless (640-722 IUWNE) series is intended for anyone who wants to build upon their CCNA certification (or equivalent knowledge). In this course, you will learn how to set up, configure, maintain and troubleshoot a Cisco Wireless Network.",None,no
cisco-ccna-wireless-unified-networking-security,Cisco CCNA Wireless: Unified Wireless Networking & Security,17890,2012-11-20,"Part 2 of 3 in the Cisco CCNA Wireless (640-722 IUWNE) series is intended for anyone who wants to build upon their CCNA certification (or equivalent knowledge). In this course, you will learn how to set up, configure, maintain and troubleshoot a Cisco Wireless Network.",None,no
cisco-ccnp-route-advanced,Cisco CCNP ROUTE: Advanced Routing,15703,2011-11-29,"Part 3 of 3 in the Cisco CCNP ROUTE (642-902) series. This Cisco CCNP ROUTE course will prepare you to use advanced IP addressing and routing. You'll master advanced topics and protocols, including Enhanced Interior Gateway Routing Protocol, Open Shortest Path First, IP version 6, and redistribution and path control. To get the most out of this course, you should have experience in network administration and a CCNA certification.",None,no
cisco-ccnp-route-bgp,Cisco CCNP ROUTE: BGP,11911,2011-11-29,"Part 2 of 3 in the Cisco CCNP ROUTE (642-902) series. This Cisco CCNP ROUTE course will prepare you to use advanced IP addressing and routing. You'll master advanced topics and protocols, including Enhanced Interior Gateway Routing Protocol, Open Shortest Path First, IP version 6, and redistribution and path control. To get the most out of this course, you should have experience in network administration and a CCNA certification.",None,no
cisco-ccnp-route-lan,Cisco CCNP ROUTE: LAN Technologies,23305,2011-11-29,"Part 1 of 3 in the Cisco CCNP ROUTE (642-902) series. This Cisco CCNP ROUTE course will prepare you to use advanced IP addressing and routing. You'll master advanced topics and protocols, including Enhanced Interior Gateway Routing Protocol, Open Shortest Path First, IP version 6, and redistribution and path control. To get the most out of this course, you should have experience in network administration and a CCNA certification.",None,no
cisco-ccnp-switch-design-high-availability,Cisco CCNP SWITCH: Design and High Availability,7352,2012-02-07,"Part 3 of 3 in the Cisco CCNP SWITCH (642-813) series. The goal of this Cisco CCNP SWITCH course is to enhance your knowledge of Cisco switching topics at a significantly detailed level. This course covers VLANs, Trunking, Virtual Trunking Protocol (VTP), Spanning-Tree (STP), Rapid Spanning-Tree (RSTP), Multiple Spanning-Tree Protocol (MSTP), Cisco Express Forwarding, Layer 3 Switching Solutions, and High Availability features. To get the most out of this course, you should have experience managing networks and a current CCNA certification.",None,no
cisco-ccnp-switch-lan,Cisco CCNP SWITCH: LAN Technologies,18002,2012-02-07,"Part 1 of 3 in the Cisco CCNP SWITCH (642-813) series. The goal of this Cisco CCNP SWITCH course is to enhance your knowledge of Cisco switching topics at a significantly detailed level. This course covers VLANs, Trunking, Virtual Trunking Protocol (VTP), Spanning-Tree (STP), Rapid Spanning-Tree (RSTP), Multiple Spanning-Tree Protocol (MSTP), Cisco Express Forwarding, Layer 3 Switching Solutions, and High Availability features. To get the most out of this course, you should have experience managing networks and a current CCNA certification.",None,no
cisco-ccnp-switch-security-wireless,"Cisco CCNP SWITCH: Security, Wireless, Voice and Video",12901,2012-02-07,"Part 2 of 3 in the Cisco CCNP SWITCH (642-813) series. The goal of this Cisco CCNP SWITCH course is to enhance your knowledge of Cisco switching topics at a significantly detailed level. This course covers VLANs, Trunking, Virtual Trunking Protocol (VTP), Spanning-Tree (STP), Rapid Spanning-Tree (RSTP), Multiple Spanning-Tree Protocol (MSTP), Cisco Express Forwarding, Layer 3 Switching Solutions, and High Availability features. To get the most out of this course, you should have experience managing networks and a current CCNA certification.",None,no
scom-2007-installing,System Center Operations Manager 2007: Installing,9822,2010-03-16,"Part 1 of 2 in the System Center Operations Manager 2007 series. In this course, you will learn the ins and outs of the System Center Operations Manager. You'll learn client monitoring, operations manager security, monitoring VMware servers, and monitoring non-Windows devices. If you have basic knowledge of Windows 2000 Server, Windows Server 2003 or Windows Server 2008, and you are working with or plan to work with a large or enterprise sized network, you'll benefit from this in-depth course.",None,no
scom-2007-monitoring,System Center Operations Manager 2007: Monitoring,20702,2010-03-16,"Part 2 of 2 in the System Center Operations Manager 2007 series. In this course, you will learn the ins and outs of the System Center Operations Manager. You'll learn client monitoring, operations manager security, monitoring VMware servers, and monitoring non-Windows devices. If you have basic knowledge of Windows 2000 Server, Windows Server 2003 or Windows Server 2008, and you are working with or plan to work with a large or enterprise sized network, you'll benefit from this in-depth course.",None,no
writing-clean-code-humans,Clean Code: Writing Code for Humans,11411,2013-10-07,Are you a technical debt generator? Do your co-workers cringe at the thought of having to work with your code? Clean code is the art of writing code humans can understand. Elevate your professionalism and increase your code quality by writing with the reader in mind! We'll walk through three core clean coding practices: 1) Select the right tool for the job. 2) Optimize the signal to noise ratio. 3) Create self-documenting logic. These practices are the foundation for a professional development career and provide developers a clear vocabulary for evaluating code quality.,Live,no
drupal7-foundation,Drupal 7: Foundation,12930,2013-10-08,"This course provides a solid foundation for developing custom content management systems using the Drupal 7 Content Management Framework. Through dozens of thoroughly explained, direct demonstrations, you will learn how to be productive using the core tools and building blocks of a Drupal site: modules, themes, content types, nodes, menus, blocks, URL patterns, views, and more.",Live,no
jquery-animation,jQuery Animation,13269,2013-10-08,"Learn how to use jQuery to animate your web pages and Javascript apps. This course covers basic, single method calls for animation as well as advanced animation patterns and techniques. Learn to animate your DOM elements in 2D and 3D, use animation queues, promises, and much more. Four real world projects are built, including a fully animated Buy Now button, an animated photo gallery, an animated pie chart control, and a basic video game framework.",Live,no
sql-hadoop-analyzing-big-data-hive,SQL on Hadoop - Analyzing Big Data with Hive,15366,2013-10-08,"From developer to analyst, this course tackles a few big questions about big data: Why does this technology exist and why do I need it? How can I get the best out of it utilizing something familiar like SQL and how does this all fit together in an ever-evolving eco-system? This course will introduce the concepts of distributed computing, Hadoop and MapReduce and then goes into great detail into Apache Hive which is an SQL-like query language that can be used with Hadoop and NoSQL databases like HBase and Cassandra. The course presents some challenges you might experience solving real production problems and how Hive makes that task easier to accomplish.",None,no
beginning-ios7-development,Beginning iOS 7 Development,8575,2013-10-09,"Starting to learn iOS application development can be intimidating if you don’t have much experience with a Mac and haven’t used Objective-C. But, it doesn’t have to be a painful experience. In this course, I’ll show you the basics of creating an iOS application as we build a complete iOS application learning what we need to know about Objective-C along the way. We’ll start out by learning a little bit about iOS in general and the iOS development environment. Then, we’ll jump right in and create out first Hello World iOS application as we set up our development environment and learn the basics of the IDE we use for iOS development, Xcode. After that, I’ll show you the core things you need to know to build any application, how to build a user interface and interact with it. We’ll learn how to use Xcode’s Interface Builder tool to create a very basic IU and interact with it. Once we’ve got the basics covered, we’ll start building our first real application. We’ll learn a few new concepts as we build our application, like how to use the iOS storyboarding feature to creating a multi-screen application and how to setup navigation in our application. Finally, we’ll finish up our iOS application by learning how to add user settings to the app and how to show the user a simple notification through the use of alerts. So, if you are looking to get started with iOS development and are looking for an easy and gentle way to get introduced to the environment and tools while building a real application, this course is exactly what you need. You won’t be an expert at iOS development after taking this course, but this course will definitely give you a head start in learning the platform and show you the basics you need to know before taking a more advanced course.",Live,no
powershell-v2-essentials-pt1,PowerShell v2 Essentials for IT Admins Part 1,13381,2011-08-22,"Part 1 of 3 in the Windows PowerShell Fundamentals series. With this in-depth course, you will get a comprehensive introductory look at Windows PowerShell. You'll walk away with extensive knowledge of the PowerShell scripting language and have a solid foundation to build upon. This course is recommended to those who have no experience with Windows PowerShell and who are looking to get started.",None,no
powershell-v2-essentials-pt2,PowerShell v2 Essentials for IT Admins Part 2,14948,2011-08-22,"Part 2 of 3 in the Windows PowerShell Fundamentals series. With this in-depth course, you will get a comprehensive introductory look at Windows PowerShell. You’ll walk away with extensive knowledge of the PowerShell scripting language and have a solid foundation to build upon. This course is recommended to those who have no experience with Windows PowerShell and who are looking to get started.",None,no
powershell-v2-essentials-pt3,PowerShell v2 Essentials for IT Admins Part 3,15969,2011-08-22,"Part 3 of 3 in the Windows PowerShell Fundamentals series. With this in-depth course, you will get a comprehensive introductory look at Windows PowerShell. You’ll walk away with extensive knowledge of the PowerShell scripting language and have a solid foundation to build upon. This course is recommended to those who have no experience with Windows PowerShell and who are looking to get started.",None,no
powershell-v3-essentials-it-pt1,PowerShell v3 Essentials for IT Admins Part 1,15621,2013-06-04,"Part 1 of 3 in the PowerShell v3 Essentials series is designed for the IT Pro with little to no previous PowerShell experience. The goal of the course is to provide enough training in PowerShell fundamentals, language and syntax so that you can be productive and effective in a very short time. The course has many live demonstrations of PowerShell in action from using WMI to query remote machines for management information, running long running tasks as background jobs, creating pipelined expressions and creating simple PowerShell scripts and functions.",Live,no
powershell-v3-essentials-it-pt2,PowerShell v3 Essentials for IT Admins Part 2,17674,2013-06-04,"Part 2 of 3 in the PowerShell v3 Essentials series is designed for the IT Pro with little to no previous PowerShell experience. The goal of the course is to provide enough training in PowerShell fundamentals, language and syntax so that you can be productive and effective in a very short time. The course has many live demonstrations of PowerShell in action from using WMI to query remote machines for management information, running long running tasks as background jobs, creating pipelined expressions and creating simple PowerShell scripts and functions.",Live,no
powershell-v3-essentials-it-pt3,PowerShell v3 Essentials for IT Admins Part 3,22952,2013-06-04,"Part 3 of 3 in the PowerShell v3 Essentials series. PowerShell v3 Essentials is designed for the IT Pro with little to no previous PowerShell experience. The goal of the course is to provide enough training in PowerShell fundamentals, language and syntax so that you can be productive and effective in a very short time. The course has many live demonstrations of PowerShell in action from using WMI to query remote machines for management information, running long running tasks as background jobs, creating pipelined expressions and creating simple PowerShell scripts and functions.",Live,no
windows-embedded81-industry-jumpstart,Windows Embedded 8.1 Industry Jumpstart,16467,2013-10-09,"Windows Embedded 8 Industry (in preview - at course creation time) will be the newest release to Microsoft's Windows Embedded family. It comes with a differentiated approach for OEMs and Enterprises, which distinguishes itself by licensing models and features. In this course Alexander Wechsler shows off the great opportunities as well as its limitations. In addition, he takes a deep dive under the hood, to show you what is possible, using a dedicated sample project - a digital signage device. Get ready to learn a lot of new and compelling features that have the potential to be great assets to solve problems in embedded projects.",Live,no
xunitdotnet-test-framework,The xUnit.net Testing Framework,10175,2013-10-09,"Learn the latest in unit testing technology for C#, VB.NET (and other .NET languages) created by the original inventor of NUnit. xUnit.net is a free, extensible, open source framework designed for programmers that aligns more closely with the .NET platform.",Live,no
better-software-through-measurement,Better Software Through Measurement,5846,2013-10-10,"This course will show you how to generate recommendations for your users, filter messages based on users' preferences, decide which web page performs best, keep track of timings in your application, and discover groups among items. These techniques are at the heart of many of the largest search engines and online retailers, but can be used to good effect for smaller companies. Throughout the course, the emphasis will be on examining and extending working sample code. The algorithms will be presented intuitively and you do not need any advanced math background.",Live,no
grails-introduction,Introduction to Grails,12519,2013-10-10,"This course will introduce the Grails web application framework. Grails is a Rails like framework built on top of Spring and Hibernate Java technologies. Grails utilizes the Groovy programming language. By the end of this course you should be able to understand architecturally how Grails works, determine the pros and cons of Grails and have successfully coded a full blown sample application using Grails.",Live,no
meet-nodejs,Meet Node.js,4297,2010-08-30,"The Web has seen at least four major advancements in browser technology, about once every five years. Ajax has been around for five years, and we're at the next jump: persistent connections between server and client. Node.js makes it easy to write asynchronous, event-driven applications that serve static, dynamic, and persistent data to clients while using a minimum amount of RAM and CPU time. While other programming environments can accomplish similar things, Node has been built from the ground up to make this kind of programming painless. In this course, you'll learn to install, use, and understand Node by building a real-time geographical tracking system (live demo). We start with simple servers, static requests, and dynamically-generated content and then we explore persistent connections and client-side scripting.",None,yes
meet-raphaeljs,Meet Raphael.js,3112,2010-10-07,"For 15 years, front-end web developers have missed out on one of the most basic parts of any programming environment: drawing. Fortunately, browsers are now capable of displaying SVG: scalable vector graphics. SVG is great for controls, visualizations, and graphs that were previously only possible with proprietary technologies like Adobe Flash. And mobile devices that can display SVG will see crisp graphics at every resolution. In this course, you'll benefit from tips and tricks we've learned from over a decade of working with drawing systems, and several years of working with Raphael. We'll show you how to work with both simple objects and complex paths. Whether you're a back-end database developer or a front-end designer, you'll become confident with basic drawing, text, animation, and interaction that's now available to you with the straightforward API of Raphael.js and the open standard of SVG.",None,no
rapid-application-prototyping-sharepoint-lightswitch,Rapid Application Prototyping with SharePoint and LightSwitch,6195,2013-10-10,The new version of LightSwitch for Visual Studio 2012 brings SharePoint and client-side applications written in JavaScript together. You can leverage the power of SharePoint and the eye-candy that LightSwitch provides to quickly write simple business applications in no time or to prototype a working application in order to get quick feedback for further improvements. You will learn how to manage data residing in SharePoint and how to deal with SharePoint issues such as authorization while creating your LightSwitch application.,Live,no
custom-content-types-code-like-wordpress-ninja,Custom Content Types and You: How to Code like A WordPress Ninja,3328,2013-10-11,The custom post type functionality built into WordPress core allows you to create complex new content types with radically original and unique parameters that can be individually stored and queried later. You’ll be surprised how easy it is to look like a WordPress coding ninja when you start playing with this powerful framework.,Live,no
developing-leap-motion-csharp,Developing for Leap Motion in C#,10361,2013-10-11,"In this course, you’ll learn how to create a complete WPF application with the Leap Motion controller. The Leap Motion is a new type of user interface device that allows for very precise tracking of up close motions. The Leap Motion opens up the possibility for creating completely different kinds of applications that are able to be controlled by fingers, hand gestures and even tools like a pencil. This course will teach you everything you need to know to get started developing application for Leap Motion in C#. First you’ll learn a bit about motion tracking in general and how the Leap Motion works. We’ll discuss how the Leap Motion device is unique from many other motion tracking technologies. Then, we’ll go through the basics of the Leap Motion itself and you’ll learn how to get started and setup your development environment for developing a Leap Motion application. After that, we’ll take you through the process of creating a real WPF application that uses the Leap Motion controller for tracking movement. You’ll learn how to use the Leap Motion SDK to create code to track individual finger movements and gestures and how to map those movements to screen coordinates to control an object on the screen. Finally, we’ll take you through the process of bringing your Leap Motion application to the masses as we show you how to deploy your application to the Leap Motion Airspace store. By the end of this course, you’ll have built a complete application that can be controller with a Leap Motion controller.",Live,no
hosting-sql-server-windows-azure-iaas,Hosting SQL Server in Microsoft Azure IaaS Fundamentals,6012,2013-10-11,"This course provides essential knowledge for IT Operations personnel to set up a basic installation of SQL Server on Microsoft Azure IaaS. Discussed are the different options for installing and configuring SQL Server in the Azure Cloud based upon your licensing and deployment requirements. The course explains how to configure supplemental data disks to improve your performance, and how to monitor and administer the SQL Server installation in Microsoft Azure IaaS.",Live,no
introduction-to-sql,Introduction to SQL,12131,2013-10-11,"Structured Query Language (SQL) is a special purpose language for interacting with relational databases. This course is a gentle introduction to SQL and will lead you through the basics you need for querying, updating, and creating items in a database.",Live,no
ccnp-wireless-site-survey-pt1,Cisco CCNP Wireless: Conducting Unified Wireless Site Survey Pt 1,19353,2012-06-26,"Part 1 of 2 in the Conducting Cisco Unified Wireless Site Survey (CUWSS) series covers how to conduct a wireless site survey so you can set up your WLAN right the first time, and how to troubleshoot your existing network to ensure compliancy. This course also features demonstrations of RF network analyzers, Cisco Spectrum Expert, and AirMagnet. In addition, this course also will help you to define keys for planning and designing an RF network; identify voice, video, and data traffic over wireless LANs; and develop a Wi-Fi deployment plan. To get the most out of this course, you should have experience managing Cisco networks and hold a current CCNA certification.",None,no
ccnp-wireless-site-survey-pt2,Cisco CCNP Wireless: Conducting Unified Wireless Site Survey Pt 2,19136,2012-06-26,"Part 2 of 2 in the Conducting Cisco Unified Wireless Site Survey (CUWSS) series. This course covers how to conduct a wireless site survey so you can set up your WLAN right the first time, and how to troubleshoot your existing network to ensure compliancy. This course also features demonstrations of RF network analyzers, Cisco Spectrum Expert, and AirMagnet. In addition, this course also will help you to define keys for planning and designing an RF network; identify voice, video, and data traffic over wireless LANs; and develop a Wi-Fi deployment plan. To get the most out of this course, you should have experience managing Cisco networks and hold a current CCNA certification.",None,no
cisco-ccna-voice-configuration,Cisco CCNA Voice: Configuration and Advanced Features,14181,2011-06-07,"Part 2 of 2 in the Cisco CCNA Voice (640-461 ICOMM) series. This Cisco CCNA Voice course will enhance your ability to build and deploy a Cisco telephony system for SMB environments. It includes building a lab from start to finish, best practices, and licensing. To get the most out of this course, you should have a solid foundation in Cisco networking and routing.",None,no
cisco-ccna-voice-overview,Cisco CCNA Voice: Voice Overview and Lab Setup,19612,2011-06-07,"Part 1 of 2 in the Cisco CCNA Voice (640-461 ICOMM) series. This Cisco CCNA Voice course will enhance your ability to build and deploy a Cisco telephony system for SMB environments. It includes building a lab from start to finish, best practices, and licensing. To get the most out of this course, you should have a solid foundation in Cisco networking and routing.",None,no
cisco-ccnp-tshoot-lan,Cisco CCNP TSHOOT: Troubleshooting LAN Technologies,19866,2012-05-15,"Part 1 of 3 in the Cisco CCNP TSHOOT (642-832) series. The objective of this Cisco CCNP TSHOOT course is to enable you to maintain enterprise routed and switched networks. In this course, you will learn ""troubleshooting 101"" tools and methodologies through 802.11 wireless, high availability and security. To get the most out of this course, you should have experience managing Cisco networks and hold a current CCNA certification.",None,no
cisco-ccnp-tshoot-wan-voice-video,"Cisco CCNP TSHOOT: Troubleshooting WAN, Voice and Video",16088,2012-05-12,"Part 2 of 3 in the Cisco CCNP TSHOOT (642-832) series will enable you to maintain enterprise routed and switched networks. In this course, you will learn ""troubleshooting 101"" tools and methodologies through 802.11 wireless, high availability and security. To get the most out of this course, you should have experience managing Cisco networks and hold a current CCNA certification.",None,no
cisco-ccnp-tshoot-wireless-security,Cisco CCNP TSHOOT: Troubleshooting Wireless and Security,13748,2012-05-15,"Part 3 of 3 in the Cisco CCNP TSHOOT (642-832) series will enable you to maintain enterprise routed and switched networks. In this course, you will learn ""troubleshooting 101"" tools and methodologies through 802.11 wireless, high availability and security. To get the most out of this course, you should have experience managing Cisco networks and hold a current CCNA certification.",None,no
comptia-project-plus-pt1,CompTIA Project+: Part 1,17350,2010-08-17,"Part 1 of 2 in the CompTIA Project+ series, covering the fundamentals of IT project management. You will learn pre-project setup; project planning; project execution and delivery; change, control, and communication; as well as project closure. This course is intended for those who have little to no experience that want to pursue a career in project management, and those who wish to learn the fundamentals of good project management. No IT experience is required. This course covers the following PMBOK® Process Groups: Initiating, Planning. This course covers the following PMBOK® Knowledge Areas: Project Time Management, Project Scope Management, Project Integration Management, Project Stakeholders Management.",Live,no
comptia-project-plus-pt2,CompTIA Project+: Part 2,20998,2010-08-17,"Part 2 of 2 in the CompTIA Project+ series, covering the fundamentals of IT project management. You will learn pre-project setup; project planning; project execution and delivery; change, control, and communication; as well as project closure. This course is intended for those who have little to no experience that want to pursue a career in project management, and those who wish to learn the fundamentals of good project management. No IT experience is required. This course covers the following PMBOK® Process Groups: Executing, Monitoring and Controlling, Closing. This course covers the following PMBOK® Knowledge Areas: Project Human Resource Management, Project Communications Management.",Live,no
excel-2010-charts-pivottables,Excel 2010: Charts and PivotTables,11373,2011-04-13,"Part 3 of 3 in the Excel 2010 series. This course will help you learn all the features in Excel 2010. You'll learn how to take advantage of the ribbon interface, utilize formulas, make references and functions, and create charts and PivotTables. This course is recommended for anyone wanting an in-depth look at Excel 2010.",None,no
excel-2010-functions-formulas-filters,"Excel 2010: Functions, Formulas, and Filters",10139,2011-04-13,"Part 2 of 3 in the Excel 2010 series will help you learn all the features in Excel 2010. You'll learn how to take advantage of the ribbon interface, utilize formulas, make references and functions, and create charts and PivotTables. This course is recommended for anyone wanting an in-depth look at Excel 2010.",None,no
excel-2010-getting-started,Excel 2010: Getting Started,10810,2011-04-13,"Part 1 of 3 in the Excel 2010 series will help you learn all the features in Excel 2010. You'll learn how to take advantage of the ribbon interface, utilize formulas, make references and functions, and create charts and PivotTables. This course is recommended for anyone wanting an in-depth look at Excel 2010.",None,no
exchange-2010-backup-recovery,Exchange Server 2010: Backup and Recovery,28072,2011-02-22,"This comprehensive Exchange Server 2010 Backup and Recovery course will teach you the skills needed to protect your data using resiliency, redundancy, and recovery. You'll work hands-on to analyze exchange environments, determine disaster recovery concepts, and customize your environment using command line tools. This is an advanced course, so you should have some previous knowledge or experience with Exchange administration.",None,no
exchange-2010-design-ha-compliance,Exchange Server 2010: Design High Availability and Compliance,14159,2010-09-23,"Part 3 of 3 in the Exchange Server 2010 Design and Deployment series. In this course, you'll deepen your expertise with Exchange Server 2010, and walk away able to weigh the issues and considerations when planning for Exchange 2010, and maximize the value of your organization's Exchange deployment. This course is intended for Exchange administrators looking to take their knowledge to the next level, beyond administration. To get the most out of this course, you should have a solid knowledge of Exchange Server 2010, networking, and Windows Server administration.",None,no
exchange-2010-design-infrastructure-security,Exchange Server 2010: Design and Deploy Infrastructure Security,11329,2010-09-23,"Part 2 of 3 in the Exchange Server 2010 Design and Deployment series. In this course, you'll deepen your expertise with Exchange Server 2010, and walk away able to weigh the issues and considerations when planning for Exchange 2010, and maximize the value of your organization's Exchange deployment. This course is intended for Exchange administrators looking to take their knowledge to the next level, beyond administration. To get the most out of this course, you should have a solid knowledge of Exchange Server 2010, networking, and Windows Server administration.",None,no
exchange-2010-design-planning,Exchange Server 2010: Design Planning,15197,2010-09-23,"Part 1 of 3 in the Exchange Server 2010 Design and Deployment series. In this course, you'll deepen your expertise with Exchange Server 2010, and walk away able to weigh the issues and considerations when planning for Exchange 2010, and maximize the value of your organization's Exchange deployment. This course is intended for Exchange administrators looking to take their knowledge to the next level, beyond administration. To get the most out of this course, you should have a solid knowledge of Exchange Server 2010, networking, and Windows Server administration.",None,no
exchange-2010-sp2-new-features,New Features in Exchange Server 2010 SP2,7988,2012-02-01,"This course will teach you how to use the top new features in Exchange Server 2010 SP2, including the Hybrid Configuration Wizard, Outlook Web App Mini, the Mailbox Replication Service, and more! To get the most out of this course, you should have experience working with Exchange Server 2010.",None,no
sharepoint-2010-design-deploy-pt1,SharePoint Server 2010 Design and Deployment (70-668) Part 1,14736,2012-12-04,"Part 1 of 3 in the SharePoint Server 2010 Design and Deployment (70-668) series. SharePoint Server 2010 has emerged as a leading business platform for enterprise collaboration and content management. This course will help project managers, systems or solution architects, and other IT professionals understand how to plan and design the deployment and ongoing operation of a SharePoint 2010 environment. To get the most out of this course it is recommended for those who have experience with Enterprise software, and those who show proficiency with Windows Server 2008, Active Directory, IIS, and SQL Server.",None,no
sharepoint-2010-design-deploy-pt2,SharePoint Server 2010 Design and Deployment (70-668) Part 2,15119,2012-12-04,"Part 2 of 3 in the SharePoint Server 2010 Design and Deployment (70-668) series. SharePoint Server 2010 has emerged as a leading business platform for enterprise collaboration and content management. This course will help project managers, systems or solution architects, and other IT professionals understand how to plan and design the deployment and ongoing operation of a SharePoint 2010 environment. To get the most out of this course it is recommended for those who have experience with Enterprise software, and those who show proficiency with Windows Server 2008, Active Directory, IIS, and SQL Server.",None,no
sharepoint-2010-design-deploy-pt3,SharePoint Server 2010 Design and Deployment (70-668) Part 3,15870,2012-12-04,"Part 3 of 3 in the SharePoint Server 2010 Design and Deployment (70-668) series. SharePoint Server 2010 has emerged as a leading business platform for enterprise collaboration and content management. This course will help project managers, systems or solution architects, and other IT professionals understand how to plan and design the deployment and ongoing operation of a SharePoint 2010 environment. To get the most out of this course it is recommended for those who have experience with Enterprise software, and those who show proficiency with Windows Server 2008, Active Directory, IIS, and SQL Server.",None,no
system-center-data-protection-manager-backup,System Center Data Protection Manager 2010: Backup and Recovery,17594,2011-02-01,"Part 2 of 3 in the System Center Data Protection Manager 2010 series. In this course, you'll learn to protect your organization from disaster with Microsoft Data Protection Manager 2010. You'll learn how to install and implement your Data Protection Manager 2010 environment and protect a myriad of Microsoft workloads, including Windows servers, Exchange Server 2010, SharePoint 2010, SQL Server 2008 R2 and Hyper-V. This course is ideal for those who have little to no experience with System center products, but have some experience with Windows server products.",None,no
system-center-data-protection-manager-installing,System Center Data Protection Manager 2010: Installing,10669,2011-02-01,"Part 1 of 3 in the System Center Data Protection Manager 2010 series. In this course, you'll learn to protect your organization from disaster with Microsoft Data Protection Manager 2010. You'll learn how to install and implement your Data Protection Manager 2010 environment and protect a myriad of Microsoft workloads, including Windows servers, Exchange Server 2010, SharePoint 2010, SQL Server 2008 R2 and Hyper-V. This course is ideal for those who have little to no experience with System center products, but have some experience with Windows server products.",None,no
system-center-data-protection-manager-troubleshoot,System Center Data Protection Manager 2010: Troubleshooting,5474,2011-02-01,"Part 3 of 3 in the System Center Data Protection Manager 2010 series. In this course, you'll learn to protect your organization from disaster with Microsoft Data Protection Manager 2010. You'll learn how to install and implement your Data Protection Manager 2010 environment and protect a myriad of Microsoft workloads, including Windows servers, Exchange Server 2010, SharePoint 2010, SQL Server 2008 R2 and Hyper-V. This course is ideal for those who have little to no experience with System center products, but have some experience with Windows server products.",None,no
access-2007-advanced-features,Access 2007 Part 4: Advanced Features,21490,2008-06-03,"Part 4 of 5 in the Access 2007 series. If you are tasked with building a new database, fixing your company's Access database, or just wish to ditch the bulky Excel spreadsheet, this is the course for you. This course will teach you to track and report data more efficiently by walking you through the database design process, teaching you how to build tables and forms to enter data, and how to design queries and reports to retrieve and view data. No experience with Access or database design is necessary; however, experience with Microsoft Office applications and data entry is helpful.",None,no
access-2007-getting-started,Access 2007 Part 1: Getting Started,9838,2008-06-03,"Part 1 of 5 in the Access 2007 series. If you are tasked with building a new database, fixing your company's Access database, or just wish to ditch the bulky Excel spreadsheet, this is the course for you. This course will teach you to track and report data more efficiently by walking you through the database design process, teaching you how to build tables and forms to enter data, and how to design queries and reports to retrieve and view data. No experience with Access or database design is necessary; however, experience with Microsoft Office applications and data entry is helpful.",None,no
access-2007-queries,Access 2007 Part 3: Queries,18866,2008-06-03,"Part 3 of 5 in the Access 2007 series. If you are tasked with building a new database, fixing your company's Access database, or just wish to ditch the bulky Excel spreadsheet, this is the course for you. This course will teach you to track and report data more efficiently by walking you through the database design process, teaching you how to build tables and forms to enter data, and how to design queries and reports to retrieve and view data. No experience with Access or database design is necessary; however, experience with Microsoft Office applications and data entry is helpful.",None,no
access-2007-tables-relationships,Access 2007 Part 2: Tables and Relationships,14828,2008-06-03,"Part 2 of 5 in the Access 2007 series. If you are tasked with building a new database, fixing your company's Access database, or just wish to ditch the bulky Excel spreadsheet, this is the course for you. This course will teach you to track and report data more efficiently by walking you through the database design process, teaching you how to build tables and forms to enter data, and how to design queries and reports to retrieve and view data. No experience with Access or database design is necessary; however, experience with Microsoft Office applications and data entry is helpful.",None,no
access-2007-tools,Access 2007 Part 5: Tools for Maintaining Access 2007 Databases,10388,2008-06-03,"Part 5 of 5 in the Access 2007 series. If you are tasked with building a new database, fixing your company's Access database, or just wish to ditch the bulky Excel spreadsheet, this is the course for you. This course will teach you to track and report data more efficiently by walking you through the database design process, teaching you how to build tables and forms to enter data, and how to design queries and reports to retrieve and view data. No experience with Access or database design is necessary; however, experience with Microsoft Office applications and data entry is helpful.",None,no
